462;Thou Thinkest Lord Of Me;;"Thou thinkest Lord of me
Thou thinkest Lord of me
What need I fear when Thou art near
75;The Solid Rock;F;"My hope is built on nothing less
Than Jesus' blood and righteousness;
I dare not trust the sweetest frame,
But wholly lean on Jesus' name.

CHORUS
On Christ, the solid Rock, I stand;
All other ground is sinking sand,
All other ground is sinking sand.

When darkness seems to hide His face,
I rest on His unchanging grace;
In every high and stormy gale,
My anchor holds within the veil.

His oath, His covenant, His blood,
Support me in the whelming flood;
When all around my soul gives way,
He then is all my hope and stay.

When He shall come with trumpet sound,
Oh, may I then in Him be found;
Dressed in His righteousness alone,
Faultless to stand before the throne."
76;Beulah Land Sweet Beulah Land;F;"I've reached the land of corn and wine, 
And all its riches freely mine;
Here shines undimmed one blissful day,
For all my night has passed away.

Chorus
Oh Beulah Land, sweet Beulah Land.
As on Thy highest mount I stand,
I look away across the sea,
Where mansions are prepared for me,
And view the shining glory-shore,
My heav'n, my home forevermore!

My Savior comes and walks with me,
And sweet communion here have we;
He gently leads me by the hand, 
For this is heaven's borderland.

A sweet perfume upon the breeze
Is borne from eververnal trees,
And flow'rs, that never fading grow,
Where streams of life forever flow.

The zephyrs seem to float to me,
Sweet sounds of heaven's melody.
As angels with the white-robed throng
Join in the sweet Redemption song."
77;The Haven Of Rest;F;"My soul in sad exile 
Was out on life's sea,
So burdened with sin 
     and distressed,
Till I heard a sweet voice 
Saying, ""Make me your choice;""
And I entered the Haven of Rest.

CHORUS
I've anchored my soul 
In the Haven of Rest,
I'll sail the wide seas no more;
The tempest may sweep 
O'er the wild, stormy deep;
In Jesus I'm safe evermore.

I yielded myself 
To his tender embrace,
And faith taking hold of the Word,
My fetters fell off, 
And I anchored my soul;
The Haven of Rest is my Lord.

The song of my soul, 
Since the Lord made me whole,    
Has been the old story so blest,
Of Jesus who'll save 
Whosoever will have
A home in the Haven of Rest.

How precious the thought 
That we all may recline,
Like John the beloved and blest,
On Jesus' strong arm 
Where no tempest can harm,
Secure in the Haven of Rest.

Oh come to the Savior, 
He patiently waits,
To save by His power divine;
Come, anchor your soul 
In the Haven of Rest,
And say, ""My Beloved is mine."""
78;There Is A Fountain Filled With Blood;Bb;"There is a fountain filled with blood
Drawn from Immanuel's veins;
And sinners, plunged beneath that flood,
Lose all their guilty stains,
Lose all their guilty stains,
Lose all their guilty stains;
And sinners, plunged beneath that flood,
Lose all their guilty stains.

The dying thief rejoiced to see
That fountain in his day;
And there may I, though vile as he,
Wash all my sins away,
Wash all my sins away,
Wash all my sins away,
And there may I, though vile as he,
Wash all my sins away.

Thou dying Lamb, Thy precious blood
Shall never lose its power,
Till all the ransomed church of God
Are saved, to sin no more,
Are saved, to sin no more,
Are saved, to sin no more;
Till all the ransomed church of God
Are saved, to sin no more.

For since by faith I saw the stream
Thy flowing wounds supply,
Redeeming love has been my theme,
And shall be till I die,
And shall be till I die,
And shall be till I die,
Redeeming love has been my theme,
And shall be till I die.

Then in a nobler, sweeter song,
I'll sing Thy power to save,
When this poor lisping, stammering tongue
Lies silent in the grave,
Lies silent in the grave,
Lies silent in the grave,
When this poor lisping, stammering tongue
Lies silent in the grave."
79;Standing On The Promises (PBW);Bb;"Standing on the promises 
Of Christ my King,
Through eternal ages
Let His praises ring;
Glory in the highest 
I will shout and sing,
Standing on the promises of God.

CHORUS
Standing, standing, 
Standing on the promises 
Of God, my Savior;
Standing, standing, 
I'm standing on 
The promises of God.

Standing on the promises 
That cannot fail,
When the howling storms 
Of doubt and fear assail,
By the living Word of God 
I shall prevail,
Standing on the promises of God.

Standing on the promises 
I now can see
Perfect, present cleansing 
In the blood for me;
Standing in the liberty 
Where Christ makes free,
Standing on the promises of God.

Standing on the promises 
Of Christ the Lord,
Bound to Him eternally 
By love's strong cord,
Overcoming daily 
With the Spirit's sword,
Standing on the promises of God.

Standing on the promises 
I cannot fall,
Listening every moment 
To the Spirit's call,
Resting in my Savior 
As my all in all,
Standing on the promises of God."
80;Praise The Lord;G;"To God be the glory, 
Great things He hath done,
So loved He the world that 
He gave us His Son,
Who yielded His life 
An atonement for sin,
And opened the Life Gate 
That all may go in.

CHORUS
Praise the Lord, praise the Lord,
Let the earth hear His voice;
Praise the Lord, praise the Lord,
Let the people rejoice;
Oh, come to the Father, 
Through Jesus the Son,
And give Him the glory; 
Great things He hath done.

Oh, perfect redemption, 
The purchase of blood,
To every believer 
The promise of God;
The vilest offender 
Who truly believes,
That moment from Jesus 
A pardon receives.

Great things He hath taught us,
Great things He hath done,
And great our rejoicing 
Through Jesus the Son;
But purer, and higher, 
And greater will be
Our wonder, our transport 
When Jesus we see."
81;Count Your Blessings;D;"When upon life's billows 
You are tempest-tossed,
When you are discouraged, 
Thinking all is lost,
Count your many blessings,
Name them one by one,
And it will surprise you 
What the Lord hath done.

CHORUS
Count your blessings,
Name them one by one;
Count your blessings,
See what God hath done;
Count your blessings,
Name them one by one;
And it will surprise you 
What the Lord hath done.

Are you ever burdened 
With a load of care?
Does the cross seem heavy
You are called to bear?
Count your many blessings,
Every doubt will fly,
And you will be singing 
As the days go by.

When you look at others
With their lands and gold,
Think that Christ has promised 
You His wealth untold;
Count your many blessings, 
Money cannot buy
Your reward in Heaven, 
Nor your home on high.

So, amid the conflict, 
Whether great or small,
Do not be discouraged, 
God is over all;
Count your many blessings, 
Angels will attend,
Help and comfort give you 
To your journey's end."
82;What A Friend;F;"What a Friend we have in Jesus,
All our sins and griefs to bear!
What a privilege to carry
Ev'rything to God in prayer!
O what peace we often forfeit,
O what needless pain we bear,
All because we do not carry
Ev'rything to God in prayer!

Have we trials and temptations?
Is there trouble anywhere?
We should never be discouraged,
Take it to the Lord in prayer.
Can we find a friend so faithful
Who will all our sorrows share?
Jesus knows our ev'ry weakness,
Take it to the Lord in prayer.

Are we weak and heavy laden,
Cumbered with a load of care?
Precious Savior, still our refuge,
Take it to the Lord in prayer.
Do thy friends despise, forsake thee?
Take it to the Lord in prayer;
In His arms He'll take and shield thee,
Thou wilt find a solace there."
83;Trust And Obey;F;"When we walk with the Lord
In the Light of His Word
What a glory He sheds on our way!
While we do His good will,
He abides with us still,
And with all who will trust and obey.

CHORUS
Trust and obey,
For there's no other way
To be happy in Jesus,
But to trust and obey.

Not a shadow can rise,
Not a cloud in the skies,
But His smile quickly drives it away;
Not a doubt or a fear,
Not a sigh nor a tear,
Can abide while we trust and obey.

Not a burden we bear,
Not a sorrow we share,
But our toil He doth richly repay;
Not a grief nor a loss,
Not a frown or a cross,
But is blest if we trust and obey.

But we never can prove
The delights of His love
Until all on the altar we lay;
For the favor He shows,
And the joy He bestows,
Are for them who will trust and obey.

Then in fellowship sweet
We will sit at His feet,
Or we'll walk by His side in the way;
What He says we will do,
Where He sends we will go,
Never fear, only trust and obey."
84;Higher Ground;Ab;"I'm pressing on the upward way,
New heights I'm gaining every day;
Still praying as I'm onward bound,
Lord, plant my feet on higher ground.

CHORUS
Lord, lift me up and let me stand,
By faith on Heaven's table land,
A higher plane than I have found;
Lord, plant my feet on higher ground.

My heart has no desire to stay
Where doubts arise and fears dismay;
Though some may dwell 
Where these abound,
My prayer, my aim, is higher ground.

I want to live above the world,
Though Satan's darts at me are hurled;
For faith has caught the joyful sound,
The song of saints on higher ground.

I want to scale the utmost height,
And catch a gleam of glory bright;
But still I'll pray till heaven I've found,
Lord, lead me on to higher ground."
85;Rock Of Ages;G;"Rock of Ages, cleft for me,
Let me hide myself in Thee;
Let the water and the blood,
From Thy wounded side which flowed,
Be of sin the double cure,
Save from wrath and make me pure.

Could my tears forever flow,
Could my zeal no languor know,
These for sin could not atone;
Thou must save, and Thou alone:
In my hand no price I bring,
Simply to Thy cross I cling.

While I draw this fleeting breath,
When my eyes shall close in death,
When I rise to worlds unknown,
And behold Thee on Thy throne,
Rock of Ages, cleft for me,
Let me hide myself in Thee."
86;Close To Thee;F;"Thou, my everlasting portion,
More than friend or life to me,
All along my pilgrim journey,
Savior let me walk with Thee.

Close to Thee, close to Thee,
Close to Thee close to Thee;
All along my pilgrim journey,
Savior let me walk with Thee.

Not for ease or worldly pleasure,
Nor for fame my prayer shall be;
Gladly will I toil and suffer,
Only let me walk with Thee.

Close to Thee, close to Thee,
Close to Thee, close to Thee;
Gladly will I toil and suffer,
Only let me walk with Thee.

Lead me through the vale of shadows,
Bear me o'er life's fitful sea;
Then the gates of life eternal,
May I enter, Lord with Thee.

Close to Thee, close to Thee,
Close to Thee, close to Thee;
Then the gates of life eternal,
May I enter, Lord with Thee."
87;Cleanse Me;F;"Search me, Oh God, 
And know my heart today;
Try me, Oh Savior, 
Know my thoughts, I pray:
See if there be some wicked 
     way in me:
Cleanse me from every sin, 
     and set me free.

I praise Thee, Lord, for cleansing 
     me from sin:
Fulfill Thy Word, and make me 
     pure within:
Fill me with fire where once 
I burned with shame:
Grant my desire to magnify 
     Thy name.

Lord take my life, and make it 
     wholly Thine:
Fill my poor heart with 
Thy great love divine;
Take all my will, my passion, 
     self and pride;
I now surrender: Lord in me abide.

Oh, Holy Ghost, revival comes 
     from Thee:
Send a revival, 
Start the work in me:
Thy Word declares, 
Thou wilt supply our need:
For blessing now, Oh Lord, 
     I humbly plead."
88;We'll Understand It Better By And By;F;"We are often tossed and driven
On the restless sea of time,
Somber skies and howling tempests
Oft succeed a bright sunshine,
In that land of perfect day,
When the mists have rolled away,
We will understand it better by and by.

CHORUS
By and by when the morning comes,
When the saints of God are gathered home,
We will tell the story how we've overcome;
For we'll understand it better by and by.

We are often destitute
Of the things that life demands,
Want of food, want of shelter,
Thirsty hills and barren lands,
We are trusting in the Lord,
And according to His Word,
We will understand it better by and by.

Temptations, hidden snares
Often take us unawares,
And our hearts are made to bleed
For many thoughtless word or deed,
And we wonder why the test
When we try to do our best,
But we'll understand it better by and by."
89;Redeemed;G;"Redeemed how I love to proclaim it!
Redeemed by the blood of the Lamb;
Redeemed through His infinite mercy,
His child and forever, I am.

CHORUS
Redeemed, redeemed,
Redeemed by the blood of the Lamb;
Redeemed, redeemed,
His child, and forever, I am.

Redeemed and so happy in Jesus,
No language my rapture can tell;
I know that the light of His presence
With me doth continually dwell.

I think of my blessed Redeemer,
I think of Him all the day long;
I sing, for I cannot be silent;
His love is the theme of my song.

I know I shall see in His beauty
The King in whose law I delight;
Who lovingly guardeth my footsteps,
And giveth me songs in the night."
90;Glory To His Name;G;"Down at the cross 
Where my Savior died,
Down where for cleansing 
From sin I cried;
There to my heart 
Was the blood applied;
Glory to His name!

CHORUS
Glory to His name!
Glory to His name!
There to my heart 
Was the blood applied;
Glory to His name!

I am so wondrously 
Saved from sin,
Jesus so sweetly 
Abides within,
There at the cross 
Where He took me in;
Glory to His name!

Oh, precious fountain 
That saves from sin!
I am so glad I have entered in;
There Jesus saves me 
And keeps me clean;
Glory to His name!

Come to this fountain 
So rich and sweet;
Cast thy poor soul 
At the Savior's feet;
Plunge in today 
And be made complete;
Glory to His name!"
91;'Tis So Sweet To Trust In Jesus;F;"'Tis so sweet to trust in Jesus
Just to take Him at His Word;
Just to rest upon His promise;
Just to know, ""Thus saith the Lord.""

CHORUS
Jesus, Jesus, how I trust Him!
How I've proved Him o'er and o'er!
Jesus, Jesus, precious Jesus!
Oh, for grace to trust Him more!

Oh, how sweet to trust in Jesus
Just to trust His cleansing blood;
Just in simple faith to plunge me
'Neath the healing, cleansing flood.

Yes, 'tis sweet to trust in Jesus
Just from sin and self to cease;
Just from Jesus simply taking
Life and rest, and joy and peace.

I'm so glad I learned to trust Thee!
Precious Jesus, Savior, Friend;
And I know that Thou art with me,
Wilt be with me to the end."
359;When The Battle's Over;F;"When the battle is over 
We shall wear a crown 
We shall wear a crown 
We shall wear a crown 
When the battle is over 
We shall wear a crown
In the New Jerusalem

Wear a crown, wear a crown
Wear a bright shining crown
When the battle is over 
We shall wear a crown
In the New Jerusalem"
92;Blessed Assurance;D;"Blessed assurance, 
Jesus is mine!
Oh, what a foretaste 
Of glory divine!
Heir of salvation, 
Purchase of God,
Born of His Spirit, 
Washed in His Blood.

CHORUS
This is my story, 
This is my song.
Praising my Savior, 
All the day long;
This is my story, 
This is my song.
Praising my Savior, 
All the day long.

Perfect submission, 
Perfect delight!
Visions of rapture 
Now burst on my sight;
Angels, descending, 
Bring from above,
Echoes of mercy, 
Whispers of love.

Perfect submission, 
All is at rest!
I, in my Savior, 
Am happy and blest;
Watching and waiting, 
Looking above,
Filled with His goodness, 
Lost in His love."
93;I Am Thine, Oh Lord;F;"I am Thine, oh Lord, 
    I have heard Thy voice;
And it told Thy love to me.
But I long to rise in the arms of faith,
And be closer drawn to Thee.

CHORUS
Draw me nearer, nearer, blessed Lord,
To the cross where Thou hast died;
Draw me nearer, nearer, 
     nearer, blessed Lord,
To Thy precious, bleeding side.

Consecrate me now, 
    to Thy service, Lord,
By the power of grace divine;
Let my soul look up 
    with a steadfast hope,
And my will be lost in Thine.

Oh, the pure delight of a single hour,
That before Thy throne I spend;
When I kneel in prayer, 
    and with Thee, my God,
I commune as friend with friend!

There are depths of love 
    that I cannot know
Till I cross the narrow sea;
There are heights of joy 
    that I may not reach
Till I rest in peace with Thee."
94;Pass Me Not;F;"Pass me not, O gentle Savior,
Hear my humble cry;
While on others Thou art calling,
Do not pass me by.

Chorus
Savior, Savior,
Hear my humble cry;
While on others Thou art calling,
Do not pass me by.

Let me at a throne of mercy
Find a sweet relief;
Kneeling there in deep contrition,
Help my unbelief.

Trusting only in Thy merit, 
Would I seek Thy face;
Heal my wounded, broken spirit,
Save me by Thy grace.

Thou the Spring of all my comfort,
More than life to me;
Whom have I on earth beside Thee?
Whom in heav'n but Thee?"
95;When We All Get To Heaven;C;"Sing the wondrous love of Jesus,
Sing His mercy and His grace;
In the mansions bright and blessed,
He'll prepare for us a place.

CHORUS
When we all get to heaven,
What a day of rejoicing that will be!
When we all see Jesus,
We'll sing and shout the victory.

While we walk the pilgrim pathway,
Clouds will over-spread the sky;
But when trav'ling days are over,
Not a shadow, not a sigh.

Let us then be true and faithful,
Trusting, serving ev'ry day;
Just one glimpse of Him in glory
Will the toils of life repay.

Onward to the prize before us!
Soon His beauty we'll behold;
Soon the pearly gates will open,
We shall tread the streets of gold."
96;When The Roll Is Called Up Yonder;F;"When the trumpet of the Lord shall sound
And time shall be no more,
And the morning breaks eternal,
Bright and fair;
When the saved of earth shall gather
Over on the other shore,
And the roll is called up yonder,
I'll be there.

CHORUS
When the roll is called up yonder,
When the roll is called up yonder,
When the roll is called up yonder,
When the roll is called up yonder,
I'll be there.

On that bright and cloudless morning
When the dead in Christ shall rise,
And the glory of His resurrection share;
When His chosen ones shall gather
To their home beyond the skies,
And the roll is called up yonder,
I'll be there.

Let us labor for the Master 
From the dawn till setting sun,
Let us talk of all His wondrous 
Love and care;
Then when all of life is over, 
And our work on earth is done,
And the roll is called up yonder,
I'll be there."
97;The Lord That Healeth Thee;Bb;"I am the LORD that healeth thee,
I am the LORD that healeth thee;
Jehovah Rapha is My Name:
For I am the LORD that healeth thee.

I am the LORD that healeth thee,
I am the LORD that healeth thee;
Sickness must flee at My command:
For I am the LORD that healeth thee.

I am the LORD that healeth thee,
I am the LORD that healeth thee;
The prayer of faith shall banish disease:
For I am the LORD that healeth thee.

I am the LORD that healeth thee,
I am the LORD that healeth thee;
My name is still as ointment poured forth:
For I am the LORD that healeth thee.

I am the LORD that healeth thee,
I am the LORD that healeth thee;
Come and be free from all your pains:
For I am the LORD that healeth thee."
98;Old-Time Power;F;"They were in an upper chamber,
They were all with one accord,
When the Holy Ghost descended,
As was promised by our Lord.

Chorus
O Lord, send the pow'r just now,
O Lord, send the pow'r just now,
O Lord, send the pow'r just now,
And baptize ev'ry one.

Yes, this pow'r from heav'n descended,
With the sound of rushing wind;
Tongues of fire came down upon them,
As the Lord said He would send.

Yes, this ""old-time"" pow'r was given 
To our fathers who were true;
This is promised to believers,
And we all may have it, too."
99;Are You Washed in the Blood?;G;"Have you been to Jesus 
     for the cleansing pow'r?
Are you washed in the blood 
     of the Lamb?
Are you fully trusting 
     in His grace this hour?
Are you washed in the blood 
     of the Lamb?

CHORUS
Are you washed in the blood,
In the soul-cleansing blood 
     of the Lamb?
Are your garments spotless?
Are they white as snow?
Are you washed in the blood 
     of the Lamb?

Are you walking daily 
     by the Savior's side?
Are you washed in the blood 
     of the Lamb?
Do you rest each 
     moment in the Crucified?
Are you washed in the blood 
     of the Lamb?

When the Bridegroom cometh
     will your robes be white?
Are you washed in the blood 
     of the Lamb?
Will your soul be ready 
     for the mansions bright,
And be washed in the blood 
     of the Lamb?

Lay aside the garments 
     that are stained with sin,
Are you washed in the blood 
     of the Lamb?
There's a fountain flowing 
     for the soul unclean,
Oh be washed in the blood 
     of the Lamb.

Yes, I'm washed in the blood
In the soul-cleansing blood 
     of the Lamb.
Yes, my garments are spotless,
     they are white as snow.
Yes, I'm washed in the blood 
     of the Lamb."
100;The Lily Of The Valley;Eb;"I have found a friend in Jesus, 
He's everything to me, 
He's the Fairest of 
Ten thousand to my soul;
The Lily of the Valley in Him alone I see
All I need to cleanse 
And make me fully whole.
In sorrow He's my comfort, 
In trouble He's my stay
He tells me every care 
On Him to roll.

CHORUS
He's the Lily of the Valley, 
The bright and morning star,
He's the fairest of ten thousand 
     to my soul.

He all my grief has taken, 
And all my sorrows borne;
In temptation He's my 
Strong and mighty tower;
I have all for Him forsaken, 
And all my idols torn from my heart, 
And now He keeps me by His power.
Though all the world forsake me, 
And Satan tempts me sore,
Through Jesus I shall 
Safely reach the goal;

He will never, never leave me, 
Nor yet forsake me here,
While I live by faith 
And do His blessed will;
A wall of fire about me, 
I've nothing now to fear,
With His manna He 
My hungry soul shall fill.
Then sweeping up to glory, 
To see His blessed face,
Where rivers of delight shall ever roll!"
101;Onward, Christian Solders;Eb;"Onward, Christian soldiers! 
Marching as to war,
With the cross of Jesus 
Going on before,
Christ, the royal Master, 
Leads against the foe,
Forward into battle, 
See His banners go!

CHORUS
Onward, Christian soldiers!
Marching as to war,
With the cross of Jesus 
Going on before.

Like a mighty army 
Moves the Church of God;
Brothers, we are treading 
Where the saints have trod;
We are not divided, 
All one body we;
One in hope and doctrine, 
One in charity.

Crowns and thrones may perish,
Kingdoms rise and wane,
But the Church of Jesus 
Constant will remain;
Gates of hell can never 
'Gainst that Church prevail;
We have Christ's own promise, 
Which can never fail.

Onward, then ye people! 
Join our happy throng;
Blend with ours your voices 
In the triumph song;
Glory, laud, and honor, 
Unto Christ the King;
This thro' countless ages 
Men and angels sing."
102;Near The Cross;F;"Jesus, keep me near the cross,
There a precious fountain
Free to all a healing stream,
Flows from Calv'ry's mountain.

CHORUS
In the cross, in the cross,
Be my glory ever;
Till my raptured soul shall find
Rest beyond the river.

Near the cross, a trembling soul,
Love and mercy found me;
There the Bright and Morning Star
Sheds its beams around me.

Near the cross! O Lamb of God,
Bring its scenes before me;
Help me walk from day to day,
With its shadows o'er me.

Near the cross I'll watch and wait,
Hoping, trusting ever,
Till I reach the golden strand,
Just beyond the river."
103;Wonderful Words Of Life;F;"Sing them over again to me,
Wonderful words of Life;
Let me more of their beauty see,
Wonderful words of Life.
Words of life and beauty,
Teach me faith and duty:

CHORUS
Beautiful words, wonderful words,
Wonderful words of Life.
Beautiful words, wonderful words,
Wonderful words of life.

Christ, the blessed One, gives to all,
Wonderful words of Life;
Sinner, list to the loving call,
Wonderful words of Life.
All so freely given,
Wooing us to heaven:

Sweetly echo the gospel call,
Wonderful words of Life;
Offer pardon and peace to all,
Wonderful words of Life.
Jesus, only Savior,
Sanctify forever:"
104;My Redeemer;G;"I will sing of my Redeemer
And His wondrous love to me;
On the cruel cross He suffered,
From the curse to set me free.

CHORUS
Sing, oh, sing, of my Redeemer,
With His blood He purchased me,
On the cross He sealed my pardon,
Paid the debt, and made me free.

I will tell the wondrous story,
How my lost estate to save,
In His boundless love and mercy,
He the ransom freely gave.

I will praise my dear Redeemer,
His triumphant power I'll tell,
How the victory He giveth
Over sin and death and hell

I will sing of my  Redeemer,
And His heavenly love to me;
He from death to life hath brought me,
Son of God, with Him to be."
105;Leaning On The Everlasting Arms;G;"What a fellowship, 
What a joy divine,
Leaning on the everlasting arms;
What a blessedness, 
What a peace is mine,
Leaning on the everlasting arms.

CHORUS
Leaning, leaning,
Safe and secure from all alarms;
Leaning, leaning,
Leaning on the everlasting arms.

Oh, how sweet to walk 
In this pilgrim way,
Leaning on the everlasting arms;
Oh, how bright the path 
Grows from day to day,
Leaning on the everlasting arms.

What have I to dread, 
What have I to fear,
Leaning on the everlasting arms?
I have blessed peace 
With my Lord so near,
Leaning on the everlasting arms."
106;Amazing Grace;G;"Amazing grace! 
     How sweet the sound,
That saved a wretch like me!
I once was lost, 
     but now I'm found,
Was blind, but now I see.

'Twas grace that taught 
     my heart to fear,
And grace my fears relieved;
How precious did 
      that grace appear
The hour I first believed;

Thro' many dangers, 
      toils and snares,
I have already come;
'Tis grace hath brought 
      me safe thus far,
And grace will lead me home.

When we've been 
      there ten thousand years,
Bright shining as the sun,
We've no less days 
      to sing God's praise
Than when we first begun.

Praise God, Praise God
    Praise God, Praise God
Praise God, Praise God, 
    Praise God.
Praise God, Praise God
    Praise God, Praise God
Praise God, Praise God,
    Praise God.

Amen, Amen, Amen, Amen
Amen, Amen, Amen.
Amen, Amen, Amen, Amen
Amen, Amen, Amen.

The Lord has promised 
    good to me,
His Word my hope secures;
He will my shield 
    and portion be,
As long as life endures.

Yea, when this flesh 
    and heart shall fail,
And mortal life shall cease,
I shall possess, 
    within the veil,
A life of joy and peace.

The world shall 
     soon to ruin go,
The sun refuse to shine;
But God, who called 
     me here below,
Shall be forever mine."
107;Where He Leads Me;F;"I can hear my Savior calling,
I can hear my Savior calling,
 I can hear my Savior calling,
""Take thy cross and follow,
     follow Me.""

CHORUS
Where He leads me I will follow,
Where He leads me I will follow,
Where He leads me I will follow,
I'll go with Him, with Him all the way.

I'll go with Him through the garden,
I'll go with Him through the garden,
I'll go with Him through the garden,
I'll go with Him, with Him all the way.

I'll go with Him through the judgment,
I'll go with Him through the judgment,
I'll go with Him through the judgment,
I'll go with Him, with Him all the way.

He will give me grace and glory,
He will give me grace and glory,
He will give me grace and glory,
And go with me, with me all the way."
108;I Know Whom I Have Believed (PBW);D;"I know not why 
God's wondrous grace
To me He hath 
made known,
Nor why, unworthy, 
Christ in love
Redeemed me for His own.

CHORUS
But I know whom 
I have believed,
And am persuaded 
  that He is able
To keep that which 
I've committed
Unto Him against 
  that day.

I know not how 
  this saving faith
To me He did impart,
Nor how believing
  in His Word
Wrought peace 
  within my heart.

I know not how 
  the Spirit moves,
Convincing men 
  of sin,
Revealing Jesus 
  thro' the Word,
Creating faith in Him.

I know not what 
  of good or ill
May be reserved for me,
Of weary ways or 
golden days,
Before His face I see.

I know not when my Lord may come,
At night or noonday fair,
Nor if I'll walk the vale with Him,
Or meet Him in the air."
109;Sweet By And By;F;"There's a land that is fairer than day,
And by faith we can see it afar;
For the Father waits over the way,
To prepare us a dwelling place there.

CHORUS
In the sweet by and by,
We shall meet on that beautiful shore.
In the sweet by and by,
We shall meet on that beautiful shore.

We shall sing on that beautiful shore
The melodious songs of the blest,
And our spirits shall sorrow no more,
Not a sigh for the blessing of rest.

To our bountiful Father above
We will offer our tribute of praise,
For the glorious gift of His love
And the blessings that hallow our days."
110;When I Survey;C;"When I survey the wondrous cross,
On which the Prince of glory died,
My richest gain I count but loss,
And pour contempt on all my pride.

Forbid it, Lord, that I should boast,
Save in the death of Christ, my God;
All the vain things that charm me most,
I sacrifice them to His blood.

See, from His head, His hands, His feet,
Sorrow and love flow mingled down;
Did e'er such love and sorrow meet,
Or thorns compose so rich a crown?

Were the whole realm of nature mine,
That were a present far too small;
Love so amazing, so divine,
Demands my soul, my life, my all."
111;The Great Physician;Eb;"The great Physician now is near;
The sympathizing Jesus.
He speaks the drooping heart to cheer,
Oh, hear the voice of Jesus.

CHORUS
Sweetest note in seraph song,
Sweetest name on mortal tongue;
Sweetest carol ever sung,
Jesus, blessed Jesus.

Your many sins are all forgiv'n,
Oh, hear the voice of Jesus;
Go on your way in peace to heav'n,
And wear a crown with Jesus.

All glory to the dying Lamb!
I now believe in Jesus;
I love the blessed Savior's name,
I love the name of Jesus.

And when to that bright world above
We rise to be with Jesus,
We'll sing around the throne of love,
His name, the name of Jesus."
112;Oh Happy Day;F;"Oh happy day that fixed my choice
On Thee, my Savior and my God!
Well may this glowing heart rejoice,
And tell its raptures all abroad.

CHORUS
Happy day, happy day,
When Jesus washed my sins away!
He taught me how to watch and pray,
And live rejoicing every day
Happy day, happy day,
When Jesus washed my sins away.

'Tis done, the great transaction's done;
I am my Lord's, and He is mine;
He drew me, and I followed on,
Charmed to confess the voice divine.

Now rest, my long-divided heart;
Fixed on this blissful center, rest;
Nor ever from my Lord depart,
With Him of every good posessed."
113;Take The Name Of Jesus With You;G;"Take the name of Jesus with you,
Child of sorrow and of woe;
It will joy and comfort give you,
Take it, then, where'er you go.

CHORUS
Precious name, O how sweet!
Hope of earth and joy of heaven;
Precious name, O how sweet!
Hope of earth and joy of heaven.

Take the name of Jesus with you,
As a shield from every snare;
If temptations round you gather,
Breathe that holy name in prayer.

Oh the precious name of Jesus!
How it thrills our souls with joy,
When His loving arms receive us,
And His songs our tongues employ.

At the name of Jesus bowing,
Falling prostrate at His feet,
King of kings in heaven we'll crown Him
When our journey is complete."
114;Blest Be The Tie That Binds;F;"Blest be the tie that binds
Our hearts in Christian love;
The fellowship of kindred minds
Is like to that above.

Before our Father's throne
We pour our ardent prayers;
Our fears, our hopes, 
    our aims are one,
Our comforts and our cares.

We share our mutual woes,
Our mutual burdens bear;
And often for each other flows
The sympathizing tear.

When we asunder part
It gives us inward pain;
But we shall still be joined in heart,
And hope to meet again."
115;Sweet Hour Of Prayer;D;"Sweet hour of prayer, sweet hour of prayer,
That calls me from a world of care,
And bids me at my Father's throne
Make all my wants and wishes known;
In seasons of distress and grief,
My soul has often found relief,
And oft escaped the tempter's snare,
By thy return, sweet hour of prayer.

Sweet hour of prayer, sweet hour of prayer,
Thy wings shall my petition bear,
To Him whose truth and faithfulness
Engage the waiting soul to bless;
And since He bids me seek His face,
Believe His word and trust His grace,
I'll cast on Him my every care,
And wait for thee, sweet hour of prayer.

Sweet hour of prayer, sweet hour of prayer,
May I thy consolation share,
Till, from Mount Pisgah's lofty height,
I view my home, and take my flight:
This robe of flesh I'll drop, and rise
To seize the everlasting prize;
And shout, while passing thro' the air,
Farewell, farewell, sweet hour of prayer!"
116;When They Ring The Golden Bells;Eb;"There's a land beyond the river,
That we call the sweet forever,
And we only reach that shore 
By faith's decree;
One by one we'll gain the portals,
There to dwell with the immortals,
When they ring the golden bells
    for you and me.

CHORUS
Don't you hear the bells now ringing?
Don't you hear the angels singing?
'Tis the glory hallelujah Jubilee.
In that far-off sweet forever,
Just beyond the shining river,
When they ring the golden bells
    for you and me.

We shall know no sin nor sorrow,
In that haven of tomorrow,
When our barque shall sail beyond
    the silver sea;
We shall only know the blessing
Of our Father's sweet caressing,
When they ring the golden bells
    for you and me.

When our days shall know their number,
When in death we sweetly slumber,
When the King commands the spirit
    to be free
Nevermore with anguish laden,
We shall reach that lovely Aiden,
When they ring the golden bells
    for you and me."
